Name,Nationality,National_Position,Club_Position,Height,Weight,Preffered_Foot,Age,Work_Rate,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys
Kevin Itabel,Argentina,,Sub,179,73,Right,23,Medium / Medium,3,4,66,68,29,27,29,65,67,30,67,66,66,66,67,84,81,71,57,76,80,76,52,68,65,59,63,56,52,69
Alessandro Martinelli,Switzerland,,Sub,175,74,Right,23,Low / Medium,3,2,70,66,52,63,65,70,68,68,67,59,51,69,67,67,66,74,67,78,62,73,55,53,36,58,47,46,50,49
Gilbert Koomson,Ghana,,RM,178,76,Right,22,High / Medium,3,4,64,66,24,30,34,58,62,26,65,50,67,61,60,86,87,66,58,67,80,66,49,64,57,48,55,63,59,47
Jonás Aguirre,Argentina,,Sub,175,69,Left,25,Medium / Medium,2,3,69,70,46,48,55,55,58,40,56,49,58,67,57,93,94,70,57,79,83,57,46,67,57,61,56,43,64,58
Simy,Nigeria,,Sub,198,84,Right,24,Medium / Low,3,2,57,55,25,22,28,79,69,21,46,70,28,53,35,55,51,59,82,42,49,45,76,74,71,64,45,34,61,72
Filippo De Col,Italy,,RB,184,83,Right,23,High / Medium,3,2,63,62,67,67,65,61,65,63,28,60,66,57,60,74,72,84,73,60,67,58,55,41,26,22,47,32,37,31
Birger Solberg Meling,Norway,,Sub,172,64,Left,23,High / Medium,3,2,63,63,62,66,67,48,62,64,57,41,68,64,45,79,79,78,42,80,74,73,42,46,47,49,62,55,39,30
Brayan Beckeles,Honduras,,RB,186,80,Right,31,Medium / High,3,2,62,50,65,73,75,73,64,64,61,65,62,67,57,63,69,84,80,54,55,83,63,65,46,54,40,34,43,40
Ramiro Carrera,Argentina,,LM,182,72,Right,25,Medium / Medium,4,3,59,64,35,39,41,52,67,45,69,61,74,59,57,83,81,77,68,70,70,91,64,71,64,66,72,73,65,56
Raúl Becerra,Argentina,,ST,187,82,Right,29,Medium / Low,3,3,63,66,27,22,30,29,59,17,50,54,44,47,33,62,63,60,75,49,57,43,75,71,74,65,41,36,66,57
Mauricio Gómez,Colombia,,LW,186,72,Left,23,Medium / Medium,3,2,66,70,59,53,56,58,67,56,68,62,66,70,64,65,78,82,70,66,67,67,53,53,63,65,55,45,35,48
Jack Byrne,Republic of Ireland,,Res,176,73,Right,20,Medium / High,3,2,73,68,48,51,53,63,61,50,69,55,65,75,71,69,66,68,62,72,72,62,49,70,55,66,74,68,50,52
Francisco Córdoba,Colombia,,RB,171,75,Right,28,Medium / Medium,4,3,62,61,61,65,67,62,62,48,59,51,76,64,59,88,86,85,74,75,79,89,50,79,36,72,41,69,62,37
Dzhamaldin Khodzhaniyazov,Russia,,LCB,185,79,Left,20,Medium / Medium,3,2,62,58,67,67,69,69,58,68,39,40,64,62,53,70,75,72,67,69,68,75,64,64,47,56,59,59,54,37
Matt Targett,England,,Sub,183,70,Left,21,Medium / Medium,2,2,61,64,64,68,71,63,57,66,40,54,70,64,62,77,78,68,63,65,72,61,56,34,36,38,63,62,51,37
Peet Bijen,Netherlands,,Sub,190,86,Left,22,Medium / Medium,2,2,54,58,68,67,69,63,58,64,26,61,33,68,55,55,52,62,77,65,51,62,68,50,35,42,36,34,36,28
Cristian Arango,Colombia,,Sub,180,78,Right,22,Medium / Medium,4,3,69,70,19,16,21,70,64,23,45,59,45,52,39,75,76,64,79,66,69,68,62,74,65,67,36,34,57,59
Uvaldo Luna,Mexico,,RW,176,67,Right,23,High / Low,3,2,65,69,49,40,36,33,62,30,75,55,72,67,68,80,78,62,57,69,80,38,53,49,59,67,56,57,50,51
Gibran Lajud,Mexico,,GK,183,82,Right,23,Medium / Medium,1,1,21,16,12,16,14,26,61,18,45,26,12,28,25,47,44,37,52,64,33,58,13,20,14,15,15,19,23,13
Stipe Vučur,Austria,,Res,194,89,Right,24,Medium / Medium,4,2,46,30,64,63,68,75,62,62,35,68,25,52,32,53,69,67,92,48,47,62,73,39,20,26,20,21,38,17
Paul Arriola,United States,,Sub,167,65,Right,22,High / Medium,3,2,67,67,39,33,42,32,60,27,62,58,61,64,61,85,84,66,32,87,84,67,46,65,63,61,63,47,58,57
Leonardo Sánchez,Argentina,,LCB,190,85,Right,30,Medium / Medium,3,2,43,40,72,68,74,66,68,65,29,50,34,43,38,42,33,57,88,37,34,33,72,56,28,22,36,29,47,33
Lautaro Rinaldi,Argentina,,Sub,180,75,Right,23,High / Low,3,2,70,66,16,20,17,61,61,22,57,58,48,61,52,69,74,71,74,61,62,73,65,72,67,64,49,41,67,66
Gervane Kastaneer,Netherlands,,Sub,185,80,Right,20,Medium / Medium,3,2,68,69,27,28,36,44,65,25,59,55,64,60,29,80,86,65,76,70,68,68,60,74,68,56,54,33,49,53
Robinson Aponzá,Colombia,,LAM,175,75,Right,27,Medium / Low,3,3,69,68,27,38,26,36,63,19,68,65,55,66,61,79,77,67,69,72,72,63,35,58,55,65,40,33,53,39
Alexander Sørloth,Norway,,Sub,194,90,Left,21,Medium / Medium,3,2,64,60,20,21,21,56,59,19,55,65,51,58,51,69,69,64,83,61,47,62,70,72,70,62,61,51,63,64
Luciano Vázquez,Argentina,,ST,181,81,Right,32,Medium / Medium,3,2,65,63,14,20,15,51,63,20,58,64,34,62,50,53,64,67,81,55,67,74,71,66,74,61,56,34,67,46
Boris Sagredo,Chile,,LAM,165,63,Left,28,Medium / Low,2,4,67,69,32,43,40,49,50,23,63,52,64,71,59,87,79,75,39,82,82,50,35,60,57,66,59,63,57,55
Todor Nedelev,Bulgaria,Sub,Res,176,70,Left,24,Medium / Medium,3,3,68,73,19,22,25,28,58,23,66,59,65,67,60,78,75,60,50,76,78,54,49,72,66,67,69,68,64,53
Jack Payne,England,,Sub,165,60,Left,22,High / Medium,3,3,68,69,17,16,21,53,60,20,66,56,54,65,60,80,78,69,35,94,91,81,37,67,62,66,60,51,57,50
Mohamed Fatau,Ghana,,LDM,178,75,Right,24,Medium / Medium,2,2,65,59,61,69,72,71,57,69,61,54,55,69,62,66,65,80,75,66,65,81,58,70,37,44,34,35,38,44
Óscar Gil,Spain,,Sub,184,72,Right,21,Medium / Medium,3,2,59,42,64,69,70,71,64,69,63,64,43,65,58,50,53,70,63,63,44,72,68,46,41,45,56,44,42,28
Mohamed Gouaida,Tunisia,,Sub,178,72,Left,23,Medium / Medium,3,3,70,73,23,36,34,39,60,24,61,53,65,67,53,79,76,70,59,75,79,67,40,51,52,46,53,41,48,45
Pieter Gerkens,Belgium,,LCM,180,66,Right,22,Low / Medium,3,2,68,64,58,63,66,58,66,65,66,63,70,70,71,60,38,70,59,72,67,55,66,70,52,63,47,40,42,64
Aleksandar Miljković,Serbia,,RWB,184,76,Right,27,Medium / High,3,2,62,62,73,71,71,67,63,66,50,57,64,58,56,68,69,72,73,62,64,73,64,61,39,48,46,36,40,36
Florian Ballas,Germany,,LCB,196,94,Right,24,Medium / Medium,4,2,40,37,64,68,70,76,63,60,36,50,31,50,48,30,32,34,94,33,34,33,77,49,28,24,37,30,41,29
Alexis Machuca,Argentina,,Res,178,80,Right,26,Medium / Medium,3,2,55,52,70,65,69,74,65,67,38,56,48,55,56,77,70,65,67,76,81,72,66,25,26,22,31,25,30,26
Leonardo Gil,Argentina,,LCM,171,70,Left,25,Medium / Medium,2,2,54,73,64,70,69,77,56,58,68,63,78,76,73,73,68,75,59,73,71,83,76,67,35,74,67,76,39,37
Diego Díaz,Chile,,RCB,179,73,Right,30,Medium / Medium,3,2,45,48,72,66,71,78,65,69,31,39,25,47,38,55,58,70,64,60,52,73,69,38,21,21,23,21,30,25
Xandro Schenk,Netherlands,,LCB,188,79,Left,23,Medium / High,2,2,69,54,65,66,69,68,60,59,43,56,68,68,72,64,62,68,79,51,55,66,65,52,41,52,32,36,42,34
Rasmus Festersen,Denmark,,LS,177,76,Right,30,High / Medium,3,2,66,69,44,48,39,48,61,51,64,60,59,63,45,79,82,83,64,66,62,72,61,66,69,66,62,62,68,58
Lucas Bijker,Netherlands,,LB,175,74,Left,24,Medium / Medium,3,2,63,65,68,67,68,76,65,70,54,63,65,56,63,73,76,74,73,77,65,80,53,32,35,28,41,33,52,33
Maikel Mesa,Spain,,RM,183,72,Left,25,High / Medium,3,2,70,73,52,55,65,59,65,58,67,65,61,72,59,65,62,70,73,64,66,64,48,65,64,60,51,53,56,36
Jakub Wójcicki,Poland,,RB,190,80,Right,28,High / Medium,3,2,63,64,64,67,63,31,62,56,62,57,67,63,62,84,85,81,72,70,75,75,58,56,58,61,59,38,41,60
Alberto,Spain,,LDM,186,78,Right,24,Medium / High,2,2,65,51,63,61,72,79,55,65,57,61,42,67,63,66,63,80,76,70,60,68,63,80,38,62,45,53,47,31
Gustav Engvall,Sweden,,Res,185,81,Right,20,High / Medium,3,3,66,62,14,21,36,77,68,22,57,57,45,61,45,80,77,75,77,66,64,68,58,72,66,59,52,48,58,57
Srđan Mijailović,Serbia,,Sub,182,75,Right,23,Medium / High,3,2,68,59,62,67,71,73,59,68,60,62,62,66,64,63,64,82,61,74,70,70,46,72,28,63,56,59,54,31
Martín Luque,Argentina,,LM,176,65,Left,24,Medium / Low,3,3,72,70,28,35,30,32,63,23,61,65,61,63,55,82,82,57,49,79,80,62,48,59,66,57,70,46,59,59
François Marquet,Belgium,,RDM,175,69,Right,21,Medium / Medium,3,2,68,63,57,63,64,69,66,64,69,62,66,69,68,77,71,76,54,78,79,69,48,76,37,70,67,69,52,65
Fernando Telechea,Argentina,,RS,180,79,Right,35,Medium / Low,3,3,68,64,19,21,22,70,65,21,66,65,62,65,60,68,66,49,72,67,66,83,70,70,64,62,49,52,70,67
Matías Fissore,Argentina,,LCM,165,63,Right,26,Medium / Medium,3,2,73,68,61,60,63,73,75,73,48,44,45,68,73,63,68,74,33,85,90,75,32,66,43,47,41,45,46,46
Alan Alegre,Argentina,,RCB,182,80,Right,26,Medium / Medium,3,2,57,54,65,63,66,74,63,78,46,53,60,53,49,52,65,70,71,57,56,81,66,63,37,45,42,26,43,38
Eugenio Isnaldo,Argentina,,Sub,180,72,Left,23,High / Low,3,3,71,67,27,36,31,48,61,27,62,55,62,73,59,77,76,68,62,76,70,58,42,70,65,60,63,45,61,57
Mariano Echeverría,Argentina,,Sub,192,83,Right,35,Low / Medium,3,2,49,44,73,62,71,75,61,64,29,61,38,51,32,32,32,31,84,41,36,32,77,45,37,22,28,31,47,46
Erik Godoy,Argentina,,RCB,184,79,Right,23,Medium / Medium,2,2,56,45,66,67,67,79,64,62,30,53,69,61,51,65,68,75,77,55,48,74,66,40,30,26,33,28,40,32
Rodrigo Naranjo,Chile,,GK,192,86,Right,37,Medium / Medium,3,1,20,11,19,13,12,19,68,19,41,39,14,31,23,41,43,25,79,40,37,68,14,16,16,11,12,12,21,13
Guillermo Ortíz,Argentina,,LCB,183,80,Right,24,Low / High,3,2,43,35,66,69,74,66,73,64,31,43,31,50,72,66,74,66,71,62,66,82,62,43,25,29,32,28,46,33
Francisco Mattia,Argentina,,RCB,190,77,Right,28,Medium / Medium,3,2,35,27,71,70,72,77,70,69,27,49,30,72,71,44,34,42,75,34,31,34,60,38,24,21,29,25,38,33
Jessy Pi,France,,Res,180,74,Right,23,Medium / Medium,3,2,67,66,59,59,64,67,70,68,63,59,51,75,69,66,68,75,58,70,75,53,58,65,52,62,56,55,57,48
Humberto Osorio,Colombia,,Sub,178,78,Right,28,Medium / Medium,2,2,66,65,21,29,32,31,73,37,66,70,40,66,50,59,59,51,64,68,71,64,68,64,70,63,54,53,68,60
Jakub Czerwiński,Poland,,Sub,183,75,Right,25,Medium / High,3,2,41,26,67,73,64,81,63,69,30,64,30,41,31,55,64,73,78,61,60,74,64,58,23,22,33,24,33,44
Sebastián Varas,Chile,,Sub,185,82,Right,28,Medium / Medium,3,3,65,59,18,22,20,64,61,15,64,54,23,57,42,69,64,84,83,43,73,82,69,72,68,59,46,56,68,43
Marcelo Herrera,Argentina,,RCB,185,78,Right,25,Medium / Medium,2,2,62,59,64,66,66,65,63,70,45,58,58,68,73,69,70,70,72,61,59,66,67,61,42,53,47,35,42,33
David Llanos,Chile,,Sub,173,68,Right,27,High / Medium,3,3,63,63,18,23,20,55,67,22,55,55,54,59,53,75,78,71,67,69,75,64,65,66,71,65,59,59,65,59
Braian Rodríguez,Uruguay,,Sub,190,91,Right,30,Medium / Medium,3,3,65,55,20,19,31,71,59,25,44,74,36,37,36,56,61,45,92,40,59,54,77,80,67,65,63,60,72,74
Claudio Muñoz,Chile,,Sub,181,77,Right,32,Medium / High,2,2,39,42,70,66,70,59,70,73,34,59,21,45,33,33,33,72,76,58,31,77,67,35,29,31,43,46,29,29
Diego Sánchez,Chile,,GK,184,86,Right,29,Medium / Medium,3,1,22,22,12,18,24,21,69,21,45,58,14,43,31,51,43,44,56,62,50,59,18,35,24,13,16,24,22,20
Jorge Ampuero,Chile,,RCB,183,82,Right,29,Medium / Medium,3,2,43,38,70,61,73,72,65,58,42,58,37,56,47,54,48,69,90,54,43,84,63,52,26,41,31,29,36,32
Juan Ramírez,Argentina,,Sub,174,68,Left,23,High / Medium,3,3,75,76,60,56,61,69,57,35,64,62,64,70,59,73,76,63,54,77,73,44,48,65,57,52,65,53,66,48
Jhon Freddy Pajoy,Colombia,,LM,175,72,Left,28,High / Low,3,3,68,72,19,22,27,28,55,33,62,60,62,59,64,79,86,68,61,76,79,69,45,69,57,68,70,69,62,51
Francisco Nájera,Colombia,,Sub,185,78,Right,33,Low / High,3,2,45,35,69,66,67,75,71,62,35,70,40,53,55,31,47,47,80,45,42,52,77,59,45,24,25,50,45,27
Lewis Ochoa,Colombia,,RB,174,70,Right,32,High / Medium,3,2,61,62,69,67,71,68,67,60,56,58,71,64,54,72,74,72,60,66,70,70,63,70,50,57,60,40,33,40
Jason Silva,Chile,,RAM,174,72,Left,26,Medium / Medium,3,4,67,68,51,47,48,58,58,54,66,64,50,66,64,73,75,71,72,69,77,55,53,64,64,67,57,55,53,42
Juan Ignacio Duma,Argentina,,Sub,175,74,Right,23,High / Medium,4,4,67,73,12,16,14,30,61,13,55,41,61,59,48,89,80,64,61,63,82,81,55,68,69,69,59,51,68,59
Paulo Cezar Magalhães,Chile,,RB,177,74,Right,27,Medium / Medium,3,2,66,62,68,66,69,65,64,63,58,60,59,62,57,76,74,80,66,66,70,83,63,31,42,56,50,34,56,29
Igor Lichnovsky,Chile,,Sub,185,79,Right,23,Medium / Medium,4,2,57,49,64,72,71,69,57,63,34,52,38,56,48,72,70,60,73,72,67,81,69,61,25,23,26,27,31,26
Héctor Urrego,Colombia,,RCB,183,77,Right,24,Medium / Medium,2,2,48,44,64,59,64,75,64,72,34,62,47,49,51,57,65,78,77,56,57,81,73,28,38,24,33,26,32,22
Yonni Hinestroza,Colombia,,Sub,169,68,Right,32,Medium / Medium,3,2,62,60,67,65,70,62,75,72,47,48,64,57,59,69,72,75,53,79,84,76,43,69,34,61,58,35,34,27
Édison Toloza,Colombia,,Sub,174,82,Right,32,High / Medium,4,3,60,53,17,19,22,66,66,22,63,70,70,60,27,94,92,60,80,74,80,70,67,75,54,56,65,65,69,60
Jorge Arias,Colombia,,Sub,184,77,Left,24,Medium / Medium,3,2,58,54,70,67,70,70,70,62,48,55,57,60,67,68,71,71,74,61,66,59,60,56,27,53,39,46,55,26
Juan Daniel Roa,Colombia,,RM,172,67,Right,25,High / High,2,2,69,68,63,67,66,74,65,65,67,63,64,66,67,76,74,92,70,77,71,84,56,55,30,65,37,30,34,54
Luis Carlos Murillo,Colombia,,Res,176,72,Left,26,Medium / Medium,3,3,62,68,74,69,70,79,63,61,55,68,64,62,57,82,72,72,89,76,75,72,62,75,58,65,66,59,40,46
Benjamin Bourigeaud,France,,LCM,177,66,Right,23,Medium / Medium,3,2,72,68,52,51,54,60,60,63,65,57,67,72,68,71,64,62,58,65,61,71,50,60,59,64,60,69,51,50
Tim Kleindienst,Germany,,RS,194,83,Right,21,Medium / Medium,3,3,68,67,18,15,21,57,65,20,49,66,48,55,32,64,76,73,67,47,66,76,68,71,68,59,52,39,56,65
Harold Rivera,Colombia,,Sub,174,72,Right,24,Medium / Medium,4,3,69,67,28,23,32,29,63,34,70,56,69,64,57,72,69,77,60,74,78,71,38,59,61,65,71,68,69,54
Fabio Burbano,Colombia,,Sub,170,70,Right,24,High / Low,3,3,67,69,18,19,23,33,66,23,59,58,63,60,55,85,87,74,67,79,81,73,55,73,62,66,32,29,64,61
Miguel Murillo,Colombia,,Res,184,80,Right,23,Medium / Medium,3,2,65,63,22,23,26,59,65,29,52,72,53,59,56,74,77,78,73,46,69,52,65,72,67,64,62,59,67,61
Davide Biraschi,Italy,,Res,182,73,Right,22,Medium / High,2,2,65,49,69,68,72,60,68,67,42,47,34,65,58,66,63,33,74,64,54,68,58,50,31,28,37,38,32,30
Alex Mowatt,England,,Sub,175,71,Left,22,Medium / Low,2,3,73,67,50,55,57,65,57,58,70,69,73,72,70,51,49,67,65,76,59,63,49,74,66,75,77,75,60,56
João Meira,Portugal,,LCB,185,78,Right,29,Medium / Medium,3,2,48,41,64,61,78,77,54,66,39,46,46,68,55,54,51,55,69,58,36,68,65,46,22,30,29,30,38,21
Tiago Caeiro,Portugal,,Sub,192,84,Right,33,Medium / Low,3,2,60,57,23,20,22,85,71,20,47,65,34,53,38,46,34,40,84,44,49,68,78,81,72,53,41,31,58,61
Ben Pearson,England,,LCM,176,71,Right,22,Medium / High,2,2,71,68,64,67,72,90,64,65,62,65,47,70,67,67,70,88,75,75,64,72,50,63,47,40,45,36,42,40
Ruben Loftus-Cheek,England,,Sub,191,83,Right,21,Medium / Medium,4,2,70,68,64,61,67,52,55,62,67,71,36,75,65,69,73,76,78,71,62,60,57,51,61,47,31,31,45,31
Samuel Gustafson,Sweden,,Sub,187,79,Right,22,Medium / Medium,3,2,76,72,47,50,55,45,65,51,71,64,62,72,66,65,61,64,64,57,74,29,39,68,56,67,71,69,48,47
Puertas,Spain,,RM,178,74,Right,25,Medium / Medium,3,3,66,72,20,24,35,39,65,32,62,41,66,64,60,71,75,77,61,73,69,72,55,71,67,61,40,33,66,52
Guðmundur Þórarinsson,Iceland,,Sub,183,75,Left,24,Medium / Medium,4,3,68,70,46,52,61,57,62,62,66,67,53,73,72,65,63,75,72,75,56,63,36,69,66,60,47,59,63,36
Jonathan Osorio,Canada,,LCM,175,73,Right,24,Medium / Medium,4,3,71,74,52,49,54,59,67,60,63,65,60,72,63,69,66,69,53,76,81,62,48,67,63,66,62,65,53,50
Clint Irwin,United States,,GK,191,88,Right,27,Medium / Medium,1,1,24,16,20,18,16,34,64,24,55,43,16,34,30,48,44,33,76,34,54,61,19,24,18,16,20,14,25,20
Flavien Tait,France,,Sub,175,70,Right,24,High / Medium,3,3,67,66,28,31,33,35,69,25,71,72,63,70,66,76,73,43,46,72,57,42,41,62,57,59,41,40,53,52
Timofey Margasov,Russia,,Sub,181,74,Right,24,Medium / Medium,3,2,65,65,70,68,71,54,55,67,37,44,63,67,62,72,74,73,59,64,57,57,61,32,34,28,35,41,42,28
Stanislav Dragun,Belarus,,Res,181,79,Right,28,Medium / Medium,4,2,69,55,65,66,70,74,61,68,56,54,55,64,63,64,64,77,80,68,59,79,69,63,50,58,42,45,54,39
Gonçalo Silva,Portugal,,LCB,185,80,Right,25,Medium / High,2,2,41,40,68,68,74,68,63,67,34,62,37,47,44,62,64,64,71,57,57,79,67,48,28,29,36,36,48,31
Rúnar Már Sigurjónsson,Iceland,,LM,178,84,Right,26,High / High,4,2,67,64,47,55,55,86,67,58,66,64,52,65,69,65,67,91,76,80,60,63,54,74,60,67,60,54,51,59
Abdulrahman Al Ghamdi,Saudi Arabia,,Sub,178,69,Left,22,High / Low,3,3,63,67,11,20,15,55,65,34,62,68,58,64,54,76,77,67,72,76,79,72,66,66,67,61,68,69,64,63
Eroll Zejnullahu,Kosovo,,Sub,177,73,Right,22,Medium / Medium,3,3,68,68,64,63,67,68,65,66,68,59,58,71,67,70,72,68,56,77,72,64,52,69,51,64,71,59,49,53
Patrick Banggaard,Denmark,,Sub,194,84,Right,22,Medium / High,3,2,57,35,69,67,69,70,59,69,41,61,39,63,58,63,61,72,71,51,33,61,68,45,36,37,35,37,32,36
Yuji Ono,Japan,,Sub,170,68,Right,24,Medium / Medium,4,2,70,72,18,20,21,59,65,35,65,67,57,67,62,76,74,65,51,82,78,73,62,61,55,66,60,58,61,62
Nahuel Zárate,Argentina,,LB,180,73,Left,24,Medium / Medium,2,2,65,62,66,69,69,69,68,68,47,58,62,64,63,76,76,67,62,70,73,58,55,65,36,46,48,49,52,45
Dillon Powers,United States,,Sub,180,77,Right,26,High / High,4,3,70,63,52,57,59,61,71,56,65,67,61,72,65,67,69,68,71,59,59,55,59,79,60,72,74,67,67,62
Taylor Kemp,United States,,LB,180,69,Left,26,Medium / Medium,3,2,63,69,69,66,67,59,67,67,68,64,71,63,69,63,68,75,62,62,64,55,49,78,43,63,70,65,38,60
Paweł Cibicki,Sweden,,Sub,184,73,Right,23,High / Medium,2,3,65,63,25,30,32,57,68,21,68,64,51,64,50,80,81,78,56,65,87,59,57,63,69,67,67,64,56,64
Wesley Saïd,France,,Sub,171,65,Right,21,Medium / Low,2,3,71,73,19,14,15,43,62,22,44,52,61,70,60,76,80,52,42,85,77,53,61,68,69,56,46,29,61,60
Claudio Pérez,Argentina,,LCB,187,84,Right,31,Low / High,2,2,36,31,64,67,73,86,64,65,32,59,31,43,36,34,34,70,91,31,31,30,70,73,26,28,67,66,76,27
Badra Ali Sangaré,Ivory Coast,Sub,Res,181,78,Right,30,Medium / Medium,3,1,18,19,15,20,20,28,67,19,16,49,14,30,25,45,40,24,65,64,38,65,16,19,13,19,15,19,19,19
Jason Geria,Australia,,RB,184,75,Right,23,High / Medium,3,2,61,60,68,69,67,68,64,63,52,60,53,59,57,82,83,78,77,62,66,81,61,48,30,34,38,26,34,39
Sullay Kaikai,England,,Res,178,70,Right,21,Medium / Medium,3,3,71,75,24,22,23,32,47,32,63,48,64,62,56,85,86,61,56,76,85,56,32,65,65,64,62,69,53,59
Danny Bakker,Netherlands,,LCM,178,70,Left,22,Medium / Medium,3,2,68,62,64,67,68,64,67,68,64,50,50,73,69,49,61,74,62,65,69,72,63,60,39,61,56,62,47,41
Fernando Ferreira,Portugal,,RDM,184,79,Right,30,Medium / Medium,3,2,69,65,59,58,64,75,72,70,65,67,50,67,62,64,51,72,77,60,70,74,67,72,62,65,67,64,73,62
Mario Osuna,Mexico,,Sub,177,76,Right,28,Low / High,3,2,66,65,66,63,73,56,66,69,58,56,59,68,64,68,68,75,65,63,64,81,63,76,52,70,63,58,71,56
Eduardo,Brazil,,LCM,178,73,Left,23,Medium / Medium,3,3,73,70,40,58,53,50,71,32,69,59,62,74,69,61,68,51,57,71,66,52,53,59,54,55,60,61,64,50
Vitaliy Lystsov,Russia,,Sub,194,91,Right,21,Medium / Medium,3,2,67,55,65,63,69,66,68,65,40,53,29,64,53,49,53,67,79,45,48,62,68,67,26,68,34,55,47,44
Besar Halimi,Kosovo,,Res,169,68,Left,22,Medium / Medium,3,3,72,76,34,32,47,66,58,50,63,45,62,64,58,79,68,68,33,92,90,65,33,63,59,68,68,65,52,61
Daniel Heuer Fernandes,Portugal,,GK,188,81,Right,24,Medium / Medium,4,1,31,22,15,11,16,25,62,16,40,28,7,31,26,42,44,43,69,33,39,70,10,22,11,9,13,12,19,7
Osayamen Osawe,England,,Sub,181,77,Right,23,Medium / Medium,3,2,62,67,21,16,24,46,63,16,52,62,37,61,33,83,90,66,73,67,70,82,62,68,67,57,43,32,65,60
Thomas Strakosha,Albania,,Sub,186,78,Right,22,Medium / Medium,2,1,15,14,11,12,18,20,66,34,49,26,18,26,22,41,46,23,56,47,31,49,11,18,18,14,14,12,21,11
Jonathan Bijimine,DR Congo,,LCB,190,84,Right,22,Medium / Medium,3,2,65,53,61,73,67,71,60,68,51,60,46,64,63,46,59,54,87,45,61,74,54,65,38,56,45,42,48,34
Jérémie Bela,France,,Sub,173,71,Right,23,Medium / Medium,3,3,72,73,33,29,27,43,64,34,50,62,64,62,50,89,86,64,44,77,90,73,42,58,59,47,57,50,51,50
Odisseas Vlachodimos,Germany,,GK,191,77,Right,22,Medium / Medium,3,1,23,13,11,12,14,32,61,23,26,36,15,27,24,42,44,39,68,38,36,67,13,19,12,16,17,13,18,14
Philip Heise,Germany,,LB,184,78,Left,25,High / Medium,3,2,65,66,63,66,68,66,67,65,51,56,69,66,60,69,69,81,70,63,66,71,58,60,45,49,68,66,50,38
Bruno Mendes,Brazil,,Sub,184,77,Right,22,Medium / Low,3,3,70,65,21,14,15,33,58,14,64,67,40,60,43,65,70,56,69,62,74,67,66,73,70,67,45,41,74,49
Tom Schütz,Germany,,LDM,181,75,Right,29,Medium / Medium,3,2,63,59,68,60,73,72,66,70,64,67,59,65,61,66,65,75,64,64,62,71,62,68,44,63,60,66,46,39
Josip Radošević,Croatia,,Sub,180,74,Right,22,Medium / Medium,3,2,61,49,65,59,72,73,62,71,60,41,38,68,63,55,65,67,74,71,59,64,60,70,40,43,52,56,45,48
Jhon Cley,Brazil,,Sub,180,78,Right,23,Medium / Medium,3,3,76,73,17,20,23,62,58,36,58,50,53,69,64,69,71,65,66,70,67,64,60,69,68,64,44,40,57,50
George Evans,England,,Sub,184,76,Right,22,Medium / Medium,3,2,68,62,63,59,63,60,66,67,65,62,51,73,70,67,67,72,66,74,73,61,61,66,59,64,63,50,36,46
Etxeberría,Spain,,Sub,180,72,Right,22,Medium / Medium,3,2,68,64,64,66,67,70,59,66,52,68,70,68,56,75,74,71,67,62,68,73,52,37,19,32,62,44,39,39
Jackson Irvine,Australia,LF,LCM,189,70,Right,24,Medium / High,3,3,68,66,51,59,67,59,70,65,66,65,49,68,62,62,67,76,72,67,57,73,68,64,64,57,44,45,50,45
Stole Dimitrievski,FYR Macedonia,,Sub,188,81,Right,23,Medium / Medium,2,1,19,18,20,17,19,17,60,21,51,35,11,23,27,43,44,40,72,43,41,60,14,20,20,17,17,17,21,15
Gabriel Valverde,Bolivia,,Res,178,76,Right,26,Medium / Medium,3,2,62,57,69,71,72,50,61,62,35,38,64,60,59,64,62,85,66,67,52,59,63,25,25,27,35,31,37,30
Denis Terentyev,Russia,,Sub,188,74,Right,24,Medium / Medium,3,2,58,54,66,68,70,56,66,62,59,59,67,63,59,73,74,73,58,74,59,34,58,66,34,32,51,48,66,47
Martín Pérez Guedes,Argentina,,Sub,178,76,Right,25,High / Medium,3,3,65,68,31,28,30,39,55,27,61,68,64,65,64,84,81,90,65,69,71,70,64,69,64,53,53,62,62,50
Claudio Corvalán,Argentina,,LB,179,78,Left,28,High / Medium,3,2,53,62,63,66,60,71,72,66,35,65,71,61,62,75,74,87,73,64,71,63,66,62,35,46,34,39,61,53
Enzo Fernández,France,,Res,186,75,Right,22,Medium / Low,4,3,79,78,26,31,34,26,56,34,71,68,59,69,58,70,65,60,57,70,74,33,42,54,58,59,79,63,66,52
Pinillos,Spain,,LB,182,74,Left,24,Medium / Medium,3,3,64,67,63,77,70,65,60,63,47,40,69,62,53,72,75,69,56,65,71,66,49,39,33,38,59,40,47,34
Biagio Meccariello,Italy,,RCB,187,85,Right,26,Medium / Medium,2,2,46,26,70,66,70,64,52,66,20,44,12,44,44,68,70,61,87,50,57,80,62,26,13,18,18,17,23,16
Bradley Dack,England,,CAM,175,71,Right,23,High / High,3,3,66,65,49,45,58,80,58,59,68,77,67,68,66,83,74,73,64,76,72,70,57,68,66,66,75,71,63,59
